datetime,Head,Neck,SpineShoulder,SpineMid,SpineBase,ShoulderRight,ShoulderLeft,HipRight,HipLeft,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,KneeRight,AnkleRight,FootRight,KneeLeft,AnkleLeft,FootLeft
2022-09-26 13:15:03.136074,"(-0.03854992985725403, 0.2810928523540497, 1.50899076461792)","(-0.04404287412762642, 0.14881570637226105, 1.4694029092788696)","(-0.04476456344127655, 0.07270843535661697, 1.4588909149169922)","(-0.0473792590200901, -0.16300325095653534, 1.4164237976074219)","(-0.05160551145672798, -0.4887687563896179, 1.3435760736465454)","(0.12496905028820038, 0.04036892578005791, 1.4540766477584839)","(-0.21752426028251648, 0.020637523382902145, 1.420041799545288)","(0.02941773273050785, -0.4770514965057373, 1.3128548860549927)","(-0.12996287643909454, -0.4746776819229126, 1.303192377090454)","(0.1954953372478485, -0.24990028142929077, 1.375633716583252)","(0.2840912342071533, -0.4556807279586792, 1.3701419830322266)","(0.30145585536956787, -0.5044161081314087, 1.3666563034057617)","(0.32832884788513184, -0.5600608587265015, 1.365678310394287)","(0.3531282842159271, -0.49881941080093384, 1.3867647647857666)","(-0.27317190170288086, -0.2599763572216034, 1.3403112888336182)","(-0.34259524941444397, -0.469284325838089, 1.2618229389190674)","(-0.37828943133354187, -0.5094821453094482, 1.250100016593933)","(-0.43216729164123535, -0.5560660362243652, 1.2078825235366821)","(-0.40767902135849, -0.5162944197654724, 1.264578938484192)","(0.0746883749961853, -0.819318413734436, 1.2144478559494019)","(0.11768580228090286, -1.1494879722595215, 1.148499608039856)","(0.13127322494983673, -1.1521812677383423, 1.0126116275787354)","(-0.12985624372959137, -0.819915771484375, 1.2047150135040283)","(-0.13236206769943237, -1.152823567390442, 1.1385979652404785)","(-0.12162154167890549, -1.1568876504898071, 1.0023547410964966)"
2022-09-26 13:15:03.169984,"(-0.03910379856824875, 0.28095337748527527, 1.5090678930282593)","(-0.04472220316529274, 0.14852721989154816, 1.4692175388336182)","(-0.04539303481578827, 0.07250408083200455, 1.4586567878723145)","(-0.0478038527071476, -0.16302362084388733, 1.4160736799240112)","(-0.05172884836792946, -0.4886510968208313, 1.3431432247161865)","(0.12894900143146515, 0.039574842900037766, 1.4555890560150146)","(-0.21942248940467834, 0.020533574745059013, 1.4216715097427368)","(0.029342038556933403, -0.4770371913909912, 1.3127870559692383)","(-0.13008050620555878, -0.47435417771339417, 1.3020877838134766)","(0.20816360414028168, -0.255714476108551, 1.3849953413009644)","(0.30287760496139526, -0.45875439047813416, 1.374879002571106)","(0.32465341687202454, -0.49978408217430115, 1.3721996545791626)","(0.3587299585342407, -0.5523055791854858, 1.369556188583374)","(0.3645704984664917, -0.4761250913143158, 1.377583384513855)","(-0.28172606229782104, -0.2552203834056854, 1.3432081937789917)","(-0.3677179217338562, -0.45159876346588135, 1.264960527420044)","(-0.3961443305015564, -0.5045379996299744, 1.249380111694336)","(-0.45121443271636963, -0.5793644785881042, 1.2318147420883179)","(-0.35244137048721313, -0.500264048576355, 1.260272741317749)","(0.07455633580684662, -0.8212898373603821, 1.214138150215149)","(0.11727248132228851, -1.151556134223938, 1.148266315460205)","(0.13072796165943146, -1.1542742252349854, 1.0122950077056885)","(-0.12873515486717224, -0.8218955993652344, 1.2057154178619385)","(-0.1300790011882782, -1.1551939249038696, 1.1419187784194946)","(-0.1192881390452385, -1.1598706245422363, 1.0057344436645508)"
2022-09-26 13:15:03.202896,"(-0.039657872170209885, 0.2807602882385254, 1.5094908475875854)","(-0.040222231298685074, 0.14577999711036682, 1.4676824808120728)","(-0.04232500120997429, 0.07058004289865494, 1.4574613571166992)","(-0.04728376492857933, -0.1634192168712616, 1.4156461954116821)","(-0.05216388776898384, -0.48849785327911377, 1.3430006504058838)","(0.13151223957538605, 0.03873076289892197, 1.4570980072021484)","(-0.22072391211986542, 0.02078121528029442, 1.4229445457458496)","(0.02888232097029686, -0.47705233097076416, 1.3129361867904663)","(-0.13062086701393127, -0.47393661737442017, 1.3015609979629517)","(0.22388094663619995, -0.2553115487098694, 1.405075192451477)","(0.3172970712184906, -0.4584922194480896, 1.377446174621582)","(0.3450763523578644, -0.49441802501678467, 1.3778443336486816)","(0.3811676502227783, -0.5399810671806335, 1.3622753620147705)","(0.397837370634079, -0.4837038516998291, 1.3940001726150513)","(-0.29163113236427307, -0.25399452447891235, 1.3443301916122437)","(-0.38195469975471497, -0.44949477910995483, 1.265197515487671)","(-0.4095675051212311, -0.49911972880363464, 1.2544124126434326)","(-0.4391775131225586, -0.5304941534996033, 1.2182317972183228)","(-0.3668240010738373, -0.5316672325134277, 1.2733334302902222)","(0.07502863556146622, -0.8227261304855347, 1.213786244392395)","(0.11842206120491028, -1.1529220342636108, 1.1476794481277466)","(0.13203205168247223, -1.155561923980713, 1.0117262601852417)","(-0.12830474972724915, -0.8231840133666992, 1.2058780193328857)","(-0.12875233590602875, -1.1566637754440308, 1.1429704427719116)","(-0.11773766577243805, -1.1615921258926392, 1.0068628787994385)"
2022-09-26 13:15:03.235808,"(-0.03993119299411774, 0.28053754568099976, 1.5095528364181519)","(-0.0430358462035656, 0.14530739188194275, 1.4674999713897705)","(-0.04461929574608803, 0.07012580335140228, 1.4571393728256226)","(-0.048723071813583374, -0.1637241095304489, 1.4150524139404297)","(-0.053106896579265594, -0.48853838443756104, 1.3423266410827637)","(0.12929828464984894, 0.03770316392183304, 1.4596924781799316)","(-0.22196175158023834, 0.020695852115750313, 1.4212726354599)","(0.028123795986175537, -0.4771527349948883, 1.3128043413162231)","(-0.1317404806613922, -0.4739089608192444, 1.3001905679702759)","(0.22401201725006104, -0.25524625182151794, 1.4049928188323975)","(0.329701691865921, -0.4523605406284332, 1.378893256187439)","(0.35963618755340576, -0.4891284704208374, 1.3751416206359863)","(0.38908085227012634, -0.5325308442115784, 1.3519505262374878)","(0.4085557460784912, -0.4755323529243469, 1.3831249475479126)","(-0.3023014962673187, -0.2505148649215698, 1.3431426286697388)","(-0.3960062563419342, -0.4524284601211548, 1.261411428451538)","(-0.419088751077652, -0.4942992031574249, 1.2519283294677734)","(-0.4636998176574707, -0.535372793674469, 1.2249075174331665)","(-0.36466798186302185, -0.5249378085136414, 1.245745062828064)","(0.07602444291114807, -0.824347972869873, 1.213485836982727)","(0.1208229511976242, -1.154417872428894, 1.147487998008728)","(0.13598591089248657, -1.1568859815597534, 1.0116790533065796)","(-0.12707827985286713, -0.825177788734436, 1.2065480947494507)","(-0.1253827065229416, -1.1589932441711426, 1.1458241939544678)","(-0.11266763508319855, -1.164489984512329, 1.0099259614944458)"
2022-09-26 13:15:03.268720,"(-0.04035875201225281, 0.2803191542625427, 1.5098222494125366)","(-0.044030796736478806, 0.14507243037223816, 1.4675534963607788)","(-0.04544566571712494, 0.06991349160671234, 1.4571216106414795)","(-0.049229592084884644, -0.16382001340389252, 1.4148977994918823)","(-0.053439658135175705, -0.4884571433067322, 1.3421361446380615)","(0.13151340186595917, 0.03704764321446419, 1.4603437185287476)","(-0.2227846086025238, 0.020948154851794243, 1.4220463037490845)","(0.027811013162136078, -0.47721609473228455, 1.3129221200942993)","(-0.13220147788524628, -0.4735855758190155, 1.2995150089263916)","(0.22790470719337463, -0.2556653618812561, 1.4085993766784668)","(0.33707189559936523, -0.4505497217178345, 1.3785210847854614)","(0.3682521879673004, -0.4867468476295471, 1.3727394342422485)","(0.4010220170021057, -0.524446964263916, 1.3472959995269775)","(0.41818854212760925, -0.4739049971103668, 1.3601175546646118)","(-0.30707859992980957, -0.2502657175064087, 1.3418002128601074)","(-0.4013361930847168, -0.4527600407600403, 1.2600232362747192)","(-0.42395150661468506, -0.4975913166999817, 1.2492351531982422)","(-0.4680893123149872, -0.5400612354278564, 1.2197962999343872)","(-0.3536418676376343, -0.5148695111274719, 1.1914117336273193)","(0.07630102336406708, -0.8259987831115723, 1.213159203529358)","(0.12143479287624359, -1.1560419797897339, 1.1470024585723877)","(0.13661658763885498, -1.1584395170211792, 1.0111159086227417)","(-0.12982948124408722, -0.8265752196311951, 1.2059603929519653)","(-0.1302550584077835, -1.160468578338623, 1.1455632448196411)","(-0.11786304414272308, -1.166100263595581, 1.0096005201339722)"
2022-09-26 13:15:03.301632,"(-0.04035875201225281, 0.2803191542625427, 1.5098222494125366)","(-0.044030796736478806, 0.14507243037223816, 1.4675534963607788)","(-0.04544566571712494, 0.06991349160671234, 1.4571216106414795)","(-0.049229592084884644, -0.16382001340389252, 1.4148977994918823)","(-0.053439658135175705, -0.4884571433067322, 1.3421361446380615)","(0.13151340186595917, 0.03704764321446419, 1.4603437185287476)","(-0.2227846086025238, 0.020948154851794243, 1.4220463037490845)","(0.027811013162136078, -0.47721609473228455, 1.3129221200942993)","(-0.13220147788524628, -0.4735855758190155, 1.2995150089263916)","(0.22790470719337463, -0.2556653618812561, 1.4085993766784668)","(0.33707189559936523, -0.4505497217178345, 1.3785210847854614)","(0.3682521879673004, -0.4867468476295471, 1.3727394342422485)","(0.4010220170021057, -0.524446964263916, 1.3472959995269775)","(0.41818854212760925, -0.4739049971103668, 1.3601175546646118)","(-0.30707859992980957, -0.2502657175064087, 1.3418002128601074)","(-0.4013361930847168, -0.4527600407600403, 1.2600232362747192)","(-0.42395150661468506, -0.4975913166999817, 1.2492351531982422)","(-0.4680893123149872, -0.5400612354278564, 1.2197962999343872)","(-0.3536418676376343, -0.5148695111274719, 1.1914117336273193)","(0.07630102336406708, -0.8259987831115723, 1.213159203529358)","(0.12143479287624359, -1.1560419797897339, 1.1470024585723877)","(0.13661658763885498, -1.1584395170211792, 1.0111159086227417)","(-0.12982948124408722, -0.8265752196311951, 1.2059603929519653)","(-0.1302550584077835, -1.160468578338623, 1.1455632448196411)","(-0.11786304414272308, -1.166100263595581, 1.0096005201339722)"
2022-09-26 13:15:03.335541,"(-0.04102785885334015, 0.2799171805381775, 1.5104568004608154)","(-0.038828153163194656, 0.14293888211250305, 1.4667021036148071)","(-0.041310928761959076, 0.06809749454259872, 1.456312656402588)","(-0.0478682816028595, -0.16456343233585358, 1.414339303970337)","(-0.05365568399429321, -0.48845788836479187, 1.3419655561447144)","(0.13345378637313843, 0.036509886384010315, 1.4609051942825317)","(-0.22442570328712463, 0.021347828209400177, 1.4212753772735596)","(0.0276061799377203, -0.47732025384902954, 1.313124656677246)","(-0.13254256546497345, -0.47343939542770386, 1.2987720966339111)","(0.22990037500858307, -0.2545853555202484, 1.4108027219772339)","(0.3418503999710083, -0.44740039110183716, 1.375788927078247)","(0.3704855442047119, -0.4850352108478546, 1.364915370941162)","(0.4034043550491333, -0.5178306698799133, 1.3312169313430786)","(0.38544613122940063, -0.42835551500320435, 1.3339802026748657)","(-0.3142883777618408, -0.24654921889305115, 1.3403832912445068)","(-0.4063536822795868, -0.4525347054004669, 1.2568365335464478)","(-0.4211774170398712, -0.5055928230285645, 1.2415071725845337)","(-0.45164376497268677, -0.5676783919334412, 1.1970969438552856)","(-0.34534066915512085, -0.5290275812149048, 1.1484999656677246)","(0.07492775470018387, -0.8294761180877686, 1.2130937576293945)","(0.11861462146043777, -1.159822940826416, 1.1471761465072632)","(0.13400718569755554, -1.1623574495315552, 1.011203408241272)","(-0.12597739696502686, -0.8297911882400513, 1.2063450813293457)","(-0.12257985025644302, -1.1639491319656372, 1.1474361419677734)","(-0.10924132913351059, -1.16994309425354, 1.0115032196044922)"
2022-09-26 13:15:03.369450,"(-0.04132276028394699, 0.2796790301799774, 1.5105948448181152)","(-0.0377642959356308, 0.14246144890785217, 1.4665327072143555)","(-0.04047581925988197, 0.06765253096818924, 1.4561655521392822)","(-0.04767061397433281, -0.16480652987957, 1.4142638444900513)","(-0.05420558527112007, -0.48856911063194275, 1.3419575691223145)","(0.13387979567050934, 0.03637958690524101, 1.461093783378601)","(-0.22481045126914978, 0.021519454196095467, 1.421552062034607)","(0.0269148088991642, -0.47760269045829773, 1.3135510683059692)","(-0.13303843140602112, -0.47346067428588867, 1.298505187034607)","(0.2287611961364746, -0.25223857164382935, 1.4114611148834229)","(0.3400783836841583, -0.44513124227523804, 1.373671054840088)","(0.3592302203178406, -0.48432454466819763, 1.3575928211212158)","(0.3805207908153534, -0.5228703022003174, 1.3254725933074951)","(0.40662577748298645, -0.47665682435035706, 1.3260769844055176)","(-0.3145630359649658, -0.24616403877735138, 1.3394725322723389)","(-0.4055034816265106, -0.45141392946243286, 1.2547330856323242)","(-0.4145407974720001, -0.5029913187026978, 1.2382025718688965)","(-0.4395194947719574, -0.5520537495613098, 1.213039517402649)","(-0.35389140248298645, -0.525216281414032, 1.1861333847045898)","(0.07562386244535446, -0.830942690372467, 1.212559461593628)","(0.1203891932964325, -1.161083459854126, 1.1459755897521973)","(0.13589152693748474, -1.1633931398391724, 1.0099111795425415)","(-0.128031924366951, -0.8313208818435669, 1.2062159776687622)","(-0.1260717362165451, -1.1655584573745728, 1.1476436853408813)","(-0.11293900012969971, -1.17169189453125, 1.0116530656814575)"
2022-09-26 13:15:03.402362,"(-0.04172045737504959, 0.27957597374916077, 1.510990023612976)","(-0.03702622652053833, 0.14231377840042114, 1.4665380716323853)","(-0.0398280993103981, 0.0674956813454628, 1.4561659097671509)","(-0.04741079360246658, -0.16491243243217468, 1.414254903793335)","(-0.054320402443408966, -0.48855966329574585, 1.341994285583496)","(0.13408851623535156, 0.03627622500061989, 1.4611514806747437)","(-0.22508017718791962, 0.02164391800761223, 1.421818494796753)","(0.02676113322377205, -0.47764286398887634, 1.3138302564620972)","(-0.13318365812301636, -0.4734060764312744, 1.2983990907669067)","(0.22767972946166992, -0.2516430914402008, 1.410861611366272)","(0.3336014449596405, -0.44683822989463806, 1.3675687313079834)","(0.34421855211257935, -0.48662322759628296, 1.3513214588165283)","(0.36192741990089417, -0.5295441746711731, 1.3187412023544312)","(0.3710787296295166, -0.4517233073711395, 1.277750015258789)","(-0.31346410512924194, -0.2464723140001297, 1.3383228778839111)","(-0.39890697598457336, -0.45058557391166687, 1.2503074407577515)","(-0.39222219586372375, -0.5052773952484131, 1.2352044582366943)","(-0.4081088602542877, -0.5383806824684143, 1.2012614011764526)","(-0.3551703095436096, -0.531237781047821, 1.2598665952682495)","(0.07543278485536575, -0.8323714137077332, 1.21221125125885)","(0.11999323219060898, -1.1625208854675293, 1.1452716588974)","(0.1354149878025055, -1.1647523641586304, 1.0091019868850708)","(-0.12621840834617615, -0.8326775431632996, 1.2057780027389526)","(-0.12249274551868439, -1.1669282913208008, 1.1470911502838135)","(-0.1091541200876236, -1.1729823350906372, 1.0110292434692383)"
2022-09-26 13:15:03.435274,"(-0.04214826226234436, 0.27946969866752625, 1.5114567279815674)","(-0.04212505742907524, 0.14343290030956268, 1.4679224491119385)","(-0.043737079948186874, 0.06817220896482468, 1.457170844078064)","(-0.048966698348522186, -0.16499273478984833, 1.4145007133483887)","(-0.054909128695726395, -0.48885664343833923, 1.3419297933578491)","(0.1289914846420288, 0.0350085087120533, 1.4630608558654785)","(-0.22565168142318726, 0.02212754264473915, 1.4200446605682373)","(0.026077015325427055, -0.47800660133361816, 1.3141119480133057)","(-0.13364917039871216, -0.47368496656417847, 1.2981294393539429)","(0.2165011167526245, -0.25397592782974243, 1.3975110054016113)","(0.3196524679660797, -0.4511204659938812, 1.3571741580963135)","(0.32877427339553833, -0.495165079832077, 1.3401542901992798)","(0.3407423198223114, -0.5378451347351074, 1.31063711643219)","(0.3552629053592682, -0.4825335741043091, 1.2503845691680908)","(-0.30505210161209106, -0.2455989122390747, 1.335322380065918)","(-0.3778402805328369, -0.4486498534679413, 1.244690179824829)","(-0.38337191939353943, -0.507247805595398, 1.220337986946106)","(-0.378668874502182, -0.5923396348953247, 1.1922541856765747)","(-0.33095890283584595, -0.503047525882721, 1.2272855043411255)","(0.07613727450370789, -0.8337623476982117, 1.2117353677749634)","(0.12178681790828705, -1.163719654083252, 1.1442927122116089)","(0.13868741691112518, -1.1656051874160767, 1.0082544088363647)","(-0.1243399977684021, -0.8342130780220032, 1.2052698135375977)","(-0.11851885169744492, -1.1684662103652954, 1.1465288400650024)","(-0.10351193696260452, -1.1744132041931152, 1.010573387145996)"
2022-09-26 13:15:03.468186,"(-0.04282066226005554, 0.2795114815235138, 1.5119197368621826)","(-0.045176587998867035, 0.14443166553974152, 1.4691749811172485)","(-0.046428561210632324, 0.0689222663640976, 1.458252191543579)","(-0.050504688173532486, -0.1648903340101242, 1.4150333404541016)","(-0.05566590651869774, -0.48910146951675415, 1.3420822620391846)","(0.1252070963382721, 0.03531235456466675, 1.4641395807266235)","(-0.2257765531539917, 0.022765913978219032, 1.4190900325775146)","(0.025222310796380043, -0.4782355725765228, 1.3144913911819458)","(-0.13420146703720093, -0.47394686937332153, 1.2981761693954468)","(0.2075289487838745, -0.2536877393722534, 1.389721393585205)","(0.30067959427833557, -0.4555893540382385, 1.3475143909454346)","(0.30354538559913635, -0.4930063784122467, 1.3346102237701416)","(0.31162163615226746, -0.5439193248748779, 1.3055360317230225)","(0.33203426003456116, -0.48753976821899414, 1.247666597366333)","(-0.2977042496204376, -0.24537907540798187, 1.332960844039917)","(-0.35811132192611694, -0.46235454082489014, 1.2348659038543701)","(-0.36428892612457275, -0.5152215957641602, 1.2136964797973633)","(-0.36287492513656616, -0.5842801332473755, 1.1886610984802246)","(-0.3364826440811157, -0.5015725493431091, 1.2476317882537842)","(0.07509199529886246, -0.8351736664772034, 1.2116681337356567)","(0.1204134076833725, -1.1651731729507446, 1.1439965963363647)","(0.13802389800548553, -1.1669217348098755, 1.0080137252807617)","(-0.12387164682149887, -0.8356027603149414, 1.204827070236206)","(-0.11715739220380783, -1.1698356866836548, 1.1457886695861816)","(-0.10126789659261703, -1.1756432056427002, 1.0098721981048584)"
2022-09-26 13:15:03.502095,"(-0.04371003434062004, 0.2795701324939728, 1.512524127960205)","(-0.04725296050310135, 0.14473672211170197, 1.469922423362732)","(-0.048370879143476486, 0.06910093873739243, 1.4589403867721558)","(-0.05190525949001312, -0.16509683430194855, 1.4154666662216187)","(-0.05657607316970825, -0.4896318316459656, 1.3422574996948242)","(0.12133827060461044, 0.03605685755610466, 1.4641151428222656)","(-0.22597035765647888, 0.022929944097995758, 1.4182523488998413)","(0.02435135841369629, -0.478716641664505, 1.3148349523544312)","(-0.13501693308353424, -0.4745224416255951, 1.2982755899429321)","(0.1958056092262268, -0.2490941286087036, 1.3821521997451782)","(0.276665598154068, -0.4559367001056671, 1.336873173713684)","(0.2799655497074127, -0.5026304125785828, 1.327383041381836)","(0.2808054983615875, -0.5544818639755249, 1.3001937866210938)","(0.20782583951950073, -0.48427286744117737, 1.253000020980835)","(-0.28567779064178467, -0.25150832533836365, 1.326735019683838)","(-0.3463437557220459, -0.46564981341362, 1.230431079864502)","(-0.357047975063324, -0.49771648645401, 1.2111314535140991)","(-0.3960057497024536, -0.552046537399292, 1.196717381477356)","(-0.40276116132736206, -0.5092563629150391, 1.2382501363754272)","(0.07469312846660614, -0.8366326093673706, 1.2116864919662476)","(0.12029675394296646, -1.1666014194488525, 1.1438796520233154)","(0.1382676661014557, -1.1682515144348145, 1.0079244375228882)","(-0.10710355639457703, -0.8370075225830078, 1.208573341369629)","(-0.0846596211194992, -1.1710840463638306, 1.1529830694198608)","(-0.0661620944738388, -1.1772388219833374, 1.0174766778945923)"
2022-09-26 13:15:03.536006,"(-0.04371003434062004, 0.2795701324939728, 1.512524127960205)","(-0.04725296050310135, 0.14473672211170197, 1.469922423362732)","(-0.048370879143476486, 0.06910093873739243, 1.4589403867721558)","(-0.05190525949001312, -0.16509683430194855, 1.4154666662216187)","(-0.05657607316970825, -0.4896318316459656, 1.3422574996948242)","(0.12133827060461044, 0.03605685755610466, 1.4641151428222656)","(-0.22597035765647888, 0.022929944097995758, 1.4182523488998413)","(0.02435135841369629, -0.478716641664505, 1.3148349523544312)","(-0.13501693308353424, -0.4745224416255951, 1.2982755899429321)","(0.1958056092262268, -0.2490941286087036, 1.3821521997451782)","(0.276665598154068, -0.4559367001056671, 1.336873173713684)","(0.2799655497074127, -0.5026304125785828, 1.327383041381836)","(0.2808054983615875, -0.5544818639755249, 1.3001937866210938)","(0.20782583951950073, -0.48427286744117737, 1.253000020980835)","(-0.28567779064178467, -0.25150832533836365, 1.326735019683838)","(-0.3463437557220459, -0.46564981341362, 1.230431079864502)","(-0.357047975063324, -0.49771648645401, 1.2111314535140991)","(-0.3960057497024536, -0.552046537399292, 1.196717381477356)","(-0.40276116132736206, -0.5092563629150391, 1.2382501363754272)","(0.07469312846660614, -0.8366326093673706, 1.2116864919662476)","(0.12029675394296646, -1.1666014194488525, 1.1438796520233154)","(0.1382676661014557, -1.1682515144348145, 1.0079244375228882)","(-0.10710355639457703, -0.8370075225830078, 1.208573341369629)","(-0.0846596211194992, -1.1710840463638306, 1.1529830694198608)","(-0.0661620944738388, -1.1772388219833374, 1.0174766778945923)"
2022-09-26 13:15:03.567925,"(-0.045500848442316055, 0.2794175148010254, 1.513034701347351)","(-0.05211915820837021, 0.14670871198177338, 1.471445083618164)","(-0.05256807059049606, 0.07049645483493805, 1.460483431816101)","(-0.05429234355688095, -0.16516943275928497, 1.4168437719345093)","(-0.05755370855331421, -0.4912250339984894, 1.3437167406082153)","(0.114139124751091, 0.03799749165773392, 1.4626684188842773)","(-0.22697126865386963, 0.02255958877503872, 1.417029857635498)","(0.023587573319673538, -0.48002395033836365, 1.3161463737487793)","(-0.13606016337871552, -0.47655460238456726, 1.3001869916915894)","(0.1468847543001175, -0.24810609221458435, 1.3298022747039795)","(0.21681374311447144, -0.47854819893836975, 1.3124254941940308)","(0.2246711254119873, -0.5150120258331299, 1.310814619064331)","(0.21965210139751434, -0.5612263679504395, 1.2947728633880615)","(0.17226503789424896, -0.49629437923431396, 1.2887420654296875)","(-0.23859421908855438, -0.20565654337406158, 1.3144954442977905)","(-0.30441129207611084, -0.48493656516075134, 1.2164627313613892)","(-0.33521246910095215, -0.5034790635108948, 1.2244274616241455)","(-0.42426833510398865, -0.544287383556366, 1.1858941316604614)","(-0.3722604215145111, -0.4578016996383667, 1.1940910816192627)","(0.07558482140302658, -0.8396956920623779, 1.2106555700302124)","(0.12237968295812607, -1.169268250465393, 1.1410572528839111)","(0.1403859704732895, -1.1704106330871582, 1.004918098449707)","(-0.08223393559455872, -0.8390266299247742, 1.211818814277649)","(-0.036830466240644455, -1.1711235046386719, 1.1576464176177979)","(-0.015149278566241264, -1.176483392715454, 1.0223958492279053)"
2022-09-26 13:15:03.601835,"(-0.04676957428455353, 0.27927365899086, 1.5132907629013062)","(-0.04728545621037483, 0.14538706839084625, 1.4704985618591309)","(-0.049071285873651505, 0.06945418566465378, 1.4599781036376953)","(-0.05327080935239792, -0.16571451723575592, 1.4170347452163696)","(-0.05762039124965668, -0.4916398227214813, 1.3443249464035034)","(0.11853817105293274, 0.038400739431381226, 1.460925817489624)","(-0.22714337706565857, 0.022444063797593117, 1.4164440631866455)","(0.023555032908916473, -0.48037803173065186, 1.316779375076294)","(-0.136116623878479, -0.47702962160110474, 1.3008171319961548)","(0.1465260088443756, -0.24869664013385773, 1.3291829824447632)","(0.20518338680267334, -0.47726619243621826, 1.3060177564620972)","(0.20172426104545593, -0.5157971978187561, 1.3051917552947998)","(0.19176629185676575, -0.5625553131103516, 1.2879767417907715)","(0.1769937127828598, -0.4991745054721832, 1.3213105201721191)","(-0.19147823750972748, -0.22123584151268005, 1.2877382040023804)","(-0.23300299048423767, -0.44536092877388, 1.2163165807724)","(-0.27479854226112366, -0.4843003749847412, 1.2218914031982422)","(-0.3337116837501526, -0.5540397763252258, 1.1947944164276123)","(-0.3197113573551178, -0.46165162324905396, 1.2297779321670532)","(0.07553762942552567, -0.8412594199180603, 1.2108159065246582)","(0.12216807156801224, -1.1708400249481201, 1.1409852504730225)","(0.13960739970207214, -1.1720629930496216, 1.0046625137329102)","(-0.18944108486175537, -0.8377439379692078, 1.1989206075668335)","(-0.23937343060970306, -1.1671841144561768, 1.1328027248382568)","(-0.23169343173503876, -1.1718404293060303, 0.9957866072654724)"
2022-09-26 13:15:03.634747,"(-0.04676957428455353, 0.27927365899086, 1.5132907629013062)","(-0.04728545621037483, 0.14538706839084625, 1.4704985618591309)","(-0.049071285873651505, 0.06945418566465378, 1.4599781036376953)","(-0.05327080935239792, -0.16571451723575592, 1.4170347452163696)","(-0.05762039124965668, -0.4916398227214813, 1.3443249464035034)","(0.11853817105293274, 0.038400739431381226, 1.460925817489624)","(-0.22714337706565857, 0.022444063797593117, 1.4164440631866455)","(0.023555032908916473, -0.48037803173065186, 1.316779375076294)","(-0.136116623878479, -0.47702962160110474, 1.3008171319961548)","(0.1465260088443756, -0.24869664013385773, 1.3291829824447632)","(0.20518338680267334, -0.47726619243621826, 1.3060177564620972)","(0.20172426104545593, -0.5157971978187561, 1.3051917552947998)","(0.19176629185676575, -0.5625553131103516, 1.2879767417907715)","(0.1769937127828598, -0.4991745054721832, 1.3213105201721191)","(-0.19147823750972748, -0.22123584151268005, 1.2877382040023804)","(-0.23300299048423767, -0.44536092877388, 1.2163165807724)","(-0.27479854226112366, -0.4843003749847412, 1.2218914031982422)","(-0.3337116837501526, -0.5540397763252258, 1.1947944164276123)","(-0.3197113573551178, -0.46165162324905396, 1.2297779321670532)","(0.07553762942552567, -0.8412594199180603, 1.2108159065246582)","(0.12216807156801224, -1.1708400249481201, 1.1409852504730225)","(0.13960739970207214, -1.1720629930496216, 1.0046625137329102)","(-0.18944108486175537, -0.8377439379692078, 1.1989206075668335)","(-0.23937343060970306, -1.1671841144561768, 1.1328027248382568)","(-0.23169343173503876, -1.1718404293060303, 0.9957866072654724)"
2022-09-26 13:15:03.667668,"(-0.04856129735708237, 0.27939659357070923, 1.5134507417678833)","(-0.05382564663887024, 0.14724117517471313, 1.4716730117797852)","(-0.054293613880872726, 0.07079698890447617, 1.4609380960464478)","(-0.055821891874074936, -0.16550689935684204, 1.4176385402679443)","(-0.05840543657541275, -0.49206656217575073, 1.344624400138855)","(0.11233651638031006, 0.03986237570643425, 1.4596186876296997)","(-0.22740140557289124, 0.022483674809336662, 1.4157617092132568)","(0.02301979623734951, -0.4805971086025238, 1.3170630931854248)","(-0.13708993792533875, -0.4776858985424042, 1.301149606704712)","(0.1455356329679489, -0.24742215871810913, 1.3296700716018677)","(0.19041112065315247, -0.5291268229484558, 1.2957396507263184)","(0.14686961472034454, -0.557249903678894, 1.2517728805541992)","(0.12761327624320984, -0.621350109577179, 1.2053710222244263)","(0.1641126275062561, -0.583975076675415, 1.251043438911438)","(-0.19154413044452667, -0.22112737596035004, 1.2876251935958862)","(-0.2298004925251007, -0.4574805200099945, 1.2120091915130615)","(-0.2674456238746643, -0.49234849214553833, 1.2259228229522705)","(-0.3358243405818939, -0.5632213950157166, 1.200526475906372)","(-0.31084954738616943, -0.46133071184158325, 1.2285971641540527)","(0.07576434314250946, -0.842596709728241, 1.210823893547058)","(0.12291194498538971, -1.1721174716949463, 1.1409391164779663)","(0.14032821357250214, -1.173284649848938, 1.0044950246810913)","(-0.17681489884853363, -0.8416054248809814, 1.2000991106033325)","(-0.2145603597164154, -1.1728476285934448, 1.1349173784255981)","(-0.2052927315235138, -1.1777514219284058, 0.9979215264320374)"
