datetime,Head,Neck,SpineShoulder,SpineMid,SpineBase,ShoulderRight,ShoulderLeft,HipRight,HipLeft,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,KneeRight,AnkleRight,FootRight,KneeLeft,AnkleLeft,FootLeft
2022-12-05 11:48:58.127919,"(0.0, 0.0, 0.0, 0.0)","(-0.01657358929514885, 0.9964605569839478, 0.0004183138080406934, -0.0824107825756073)","(-0.018026476725935936, 0.9962108731269836, 0.019926251843571663, -0.08271519839763641)","(-0.021984504535794258, 0.9934508800506592, 0.03971777856349945, -0.10485458374023438)","(-0.022722560912370682, 0.9913190007209778, 0.03930019959807396, -0.12339307367801666)","(0.8627627491950989, 0.40033096075057983, -0.1374351680278778, -0.2765630781650543)","(0.8934226632118225, -0.4128912091255188, -0.006785461213439703, -0.17683537304401398)","(0.6065233945846558, 0.7279596328735352, -0.1867695152759552, -0.25946366786956787)","(-0.6864123344421387, 0.7169666290283203, -0.04582617059350014, 0.112680584192276)","(0.8955166339874268, 0.16978515684604645, -0.4070557951927185, 0.0594015009701252)","(0.01638716086745262, 0.11805383116006851, 0.9912438988685608, -0.05683642998337746)","(0.019836941733956337, -0.020454764366149902, 0.9601300954818726, -0.2780974805355072)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9757338762283325, -0.03329182043671608, -0.2162110060453415, -0.009378950111567974)","(0.8523521423339844, 0.2189822942018509, 0.3870166838169098, -0.2752465605735779)","(-0.6793810725212097, -0.0018347103614360094, -0.4264051020145416, 0.5971739292144775)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.7879235744476318, -0.042175084352493286, 0.6116551160812378, -0.05723411217331886)","(0.8005914092063904, 0.003071687649935484, 0.599109411239624, -0.010580874979496002)","(0.0, 0.0, 0.0, 0.0)","(-0.6124328970909119, -0.00141483498737216, 0.7893934845924377, 0.04221121966838837)","(-0.5976691246032715, 0.049100860953330994, 0.8002332448959351, 0.0027343982364982367)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.170831,"(0.0473557785153389, 0.43485721945762634, 1.3843183517456055)","(0.0634872242808342, 0.30569326877593994, 1.3535759449005127)","(0.0660933330655098, 0.22146806120872498, 1.353617787361145)","(0.07374140620231628, -0.04143063351511955, 1.343335509300232)","(0.08380396664142609, -0.4068587124347687, 1.3134019374847412)","(0.1748010218143463, 0.12076470255851746, 1.2356504201889038)","(-0.03327636793255806, 0.14965856075286865, 1.3123717308044434)","(0.15528930723667145, -0.38809531927108765, 1.2563468217849731)","(0.00787402130663395, -0.4032301604747772, 1.2983185052871704)","(0.2855072319507599, -0.15559551119804382, 1.2224135398864746)","(0.3362194001674652, -0.38722339272499084, 1.2558685541152954)","(0.33173999190330505, -0.3852423429489136, 1.260866641998291)","(0.3265096843242645, -0.4662797152996063, 1.2707240581512451)","(0.3224593698978424, -0.38847827911376953, 1.285913109779358)","(-0.045402515679597855, -0.10166510939598083, 1.3124748468399048)","(0.11381926387548447, -0.30623626708984375, 1.230962872505188)","(0.1560872197151184, -0.3308553993701935, 1.1572434902191162)","(0.20127363502979279, -0.3465321660041809, 1.1520963907241821)","(0.21976055204868317, -0.30261102318763733, 1.1481786966323853)","(0.16075177490711212, -0.6509969234466553, 1.2179017066955566)","(0.17654308676719666, -1.097694993019104, 1.210641860961914)","(0.1345817893743515, -1.1174485683441162, 1.0732306241989136)","(0.00020355242304503918, -0.6635293364524841, 1.3093669414520264)","(-0.011409602127969265, -1.0857747793197632, 1.381084680557251)","(-0.05551427602767944, -1.1344152688980103, 1.2545483112335205)"
2022-12-05 11:48:58.170831,"(0.0, 0.0, 0.0, 0.0)","(-0.015379998832941055, 0.9958000183105469, -0.0016430489486083388, -0.09023867547512054)","(-0.016242260113358498, 0.9955962896347046, 0.018141942098736763, -0.09052609652280807)","(-0.018449196591973305, 0.9921038746833801, 0.03893920034170151, -0.11778523027896881)","(-0.01934218220412731, 0.989124059677124, 0.03850343078374863, -0.1406305879354477)","(0.8627417087554932, 0.3829255700111389, -0.14668311178684235, -0.2958526909351349)","(0.8817951083183289, -0.434958279132843, -0.00306564848870039, -0.1823163777589798)","(0.6010040044784546, 0.7255727052688599, -0.19573679566383362, -0.27207642793655396)","(-0.6892974972724915, 0.7163168787956238, -0.0381898432970047, 0.1014920175075531)","(0.8940892219543457, 0.18167325854301453, -0.40532803535461426, 0.05751996114850044)","(0.9917773604393005, 0.10645974427461624, -0.0042740898206830025, 0.07089225202798843)","(-0.3696262240409851, 0.7992571592330933, 0.4709886908531189, 0.05228911712765694)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9745062589645386, -0.023541606962680817, -0.2230619341135025, -0.005178343504667282)","(0.5772398114204407, 0.06683222949504852, 0.7370193600654602, -0.3451523184776306)","(-0.57181316614151, 0.15048931539058685, -0.5587176084518433, 0.5815644860267639)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.7976905107498169, -0.03528939187526703, 0.598601222038269, -0.06419520080089569)","(0.8052104115486145, 0.00941290333867073, 0.5926703810691833, -0.01701260730624199)","(0.0, 0.0, 0.0, 0.0)","(-0.601931095123291, 0.025790009647607803, 0.7981308102607727, -0.0010142342653125525)","(-0.5860729813575745, 0.07593163847923279, 0.8057776093482971, -0.03840881958603859)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.212722,"(0.049924660474061966, 0.42794764041900635, 1.389708399772644)","(0.08899788558483124, 0.3056516647338867, 1.3606414794921875)","(0.08893467485904694, 0.2210841178894043, 1.3603308200836182)","(0.0892266035079956, -0.04258488118648529, 1.348996639251709)","(0.09150213748216629, -0.4085416793823242, 1.3177306652069092)","(0.18075382709503174, 0.12030579149723053, 1.2348214387893677)","(-0.016342967748641968, 0.14732909202575684, 1.3184466361999512)","(0.16181842982769012, -0.38929086923599243, 1.2597445249557495)","(0.016317250207066536, -0.4054083824157715, 1.3035259246826172)","(0.293142706155777, -0.16104896366596222, 1.219703197479248)","(0.3512733280658722, -0.3894854784011841, 1.25867760181427)","(0.35499295592308044, -0.41764235496520996, 1.2681349515914917)","(0.34003010392189026, -0.4788737893104553, 1.2835952043533325)","(0.3451445400714874, -0.4061290919780731, 1.2900588512420654)","(-0.02830689027905464, -0.10400400310754776, 1.3184341192245483)","(0.28243541717529297, -0.13315187394618988, 1.1969505548477173)","(0.3390997648239136, -0.19179290533065796, 1.210569143295288)","(0.3655811548233032, -0.21362784504890442, 1.2220877408981323)","(0.3214678168296814, -0.11558467149734497, 1.186333417892456)","(0.18170757591724396, -0.6998718976974487, 1.2166836261749268)","(0.21062833070755005, -1.0862714052200317, 1.2031906843185425)","(0.16579894721508026, -1.1170419454574585, 1.0668479204177856)","(0.016485005617141724, -0.66853266954422, 1.3291770219802856)","(0.01739620231091976, -1.0799094438552856, 1.4203579425811768)","(-0.03089163638651371, -1.1360793113708496, 1.3008606433868408)"
2022-12-05 11:48:58.212722,"(0.0, 0.0, 0.0, 0.0)","(0.00016686772869434208, 0.9937787055969238, 0.0018669370329007506, -0.11135726422071457)","(-0.002943488536402583, 0.9935408234596252, 0.021282853558659554, -0.11142291873693466)","(-0.008694974705576897, 0.990350604057312, 0.04181944951415062, -0.1318381279706955)","(-0.00941275991499424, 0.9879372119903564, 0.041663758456707, -0.14884735643863678)","(0.8638507723808289, 0.34755462408065796, -0.1602519154548645, -0.3275468349456787)","(0.878879189491272, -0.43908950686454773, -0.018596848472952843, -0.1855425387620926)","(0.5986804962158203, 0.7230967283248901, -0.19558104872703552, -0.28365615010261536)","(-0.6915919780731201, 0.7147856950759888, -0.035252511501312256, 0.09766966849565506)","(0.8534063100814819, 0.17658387124538422, -0.4852277636528015, 0.07120227813720703)","(0.08696170151233673, 0.09297122061252594, 0.9851416349411011, -0.11528231203556061)","(0.06804859638214111, 0.1643393337726593, 0.98268723487854, -0.05184350535273552)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9825155735015869, -0.023366957902908325, -0.18465521931648254, -0.004416930489242077)","(-0.4186950922012329, -0.15488967299461365, -0.606802761554718, 0.6576427221298218)","(0.46145761013031006, 0.2622327506542206, 0.8010659217834473, -0.27673858404159546)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8012313842773438, -0.015402374789118767, 0.593546450138092, -0.07411909103393555)","(0.8145864009857178, 0.020348064601421356, 0.578577995300293, -0.035813916474580765)","(0.0, 0.0, 0.0, 0.0)","(-0.5953434109687805, 0.038810450583696365, 0.802001953125, -0.029205435886979103)","(-0.5659952759742737, 0.08885922282934189, 0.817190945148468, -0.06286799162626266)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.253582,"(0.06127633526921272, 0.42833831906318665, 1.3946001529693604)","(0.09941035509109497, 0.30561792850494385, 1.3641830682754517)","(0.09939084947109222, 0.22083605825901031, 1.36404287815094)","(0.09883230924606323, -0.04353668540716171, 1.353075623512268)","(0.09812278300523758, -0.4104031026363373, 1.3219128847122192)","(0.1844584196805954, 0.11918598413467407, 1.2335516214370728)","(0.003943475894629955, 0.14769387245178223, 1.316794514656067)","(0.1670507937669754, -0.39093396067619324, 1.2631758451461792)","(0.02404330112040043, -0.4074282646179199, 1.3084312677383423)","(0.2979350686073303, -0.1628246158361435, 1.2160742282867432)","(0.36096325516700745, -0.39125683903694153, 1.248822808265686)","(0.36672383546829224, -0.41891875863075256, 1.2599265575408936)","(0.35826194286346436, -0.4698113799095154, 1.2665525674819946)","(0.35972827672958374, -0.41039523482322693, 1.2822973728179932)","(-0.008300856687128544, -0.10366830229759216, 1.316684603691101)","(0.2990691065788269, -0.13562670350074768, 1.1901124715805054)","(0.3574146032333374, -0.20876547694206238, 1.2087023258209229)","(0.3712664842605591, -0.22267165780067444, 1.2083728313446045)","(0.3623868227005005, -0.19640371203422546, 1.2003750801086426)","(0.1976405382156372, -0.7004621028900146, 1.2113906145095825)","(0.23958146572113037, -1.085574746131897, 1.187116265296936)","(0.1933365911245346, -1.1150134801864624, 1.0506601333618164)","(0.032178737223148346, -0.674873411655426, 1.345879077911377)","(0.04478129372000694, -1.074448823928833, 1.4499331712722778)","(-0.00483076274394989, -1.136959433555603, 1.3361846208572388)"
2022-12-05 11:48:58.253582,"(0.0, 0.0, 0.0, 0.0)","(2.79085616057273e-05, 0.9945122003555298, 0.0008342662476934493, -0.1046171709895134)","(-0.0011201017769053578, 0.9942912459373474, 0.020725242793560028, -0.10466209053993225)","(-0.004685013554990292, 0.9902029037475586, 0.04210821911692619, -0.13305363059043884)","(-0.0056672533974051476, 0.9868249893188477, 0.041987303644418716, -0.15614543855190277)","(0.865936279296875, 0.32548046112060547, -0.1529790312051773, -0.3475835919380188)","(0.8847875595092773, -0.4139740467071533, -0.014532473869621754, -0.21346046030521393)","(0.5960912704467773, 0.7213428020477295, -0.19895534217357635, -0.29112958908081055)","(-0.6921936869621277, 0.7147036194801331, -0.03360120207071304, 0.09453879296779633)","(0.8476408123970032, 0.1787409782409668, -0.4945667088031769, 0.07043031603097916)","(0.1170344427227974, 0.08452020585536957, 0.9817100763320923, -0.12411503493785858)","(0.09308342635631561, 0.19546866416931152, 0.9730971455574036, -0.07879987359046936)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9808307886123657, -0.023832673206925392, -0.19333572685718536, -0.004920399282127619)","(-0.3748103976249695, -0.09407004714012146, -0.6382532119750977, 0.665808379650116)","(0.3845542073249817, 0.2277357131242752, 0.8576066493988037, -0.25449028611183167)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8031336069107056, -0.00941731221973896, 0.5880444049835205, -0.09534929692745209)","(0.8187885880470276, 0.026495441794395447, 0.5706778168678284, -0.05665648728609085)","(0.0, 0.0, 0.0, 0.0)","(-0.5886011123657227, 0.047185324132442474, 0.8052909970283508, -0.053184621036052704)","(-0.5537760853767395, 0.09676112979650497, 0.8227816224098206, -0.08366479724645615)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.293504,"(0.08090230077505112, 0.4353678226470947, 1.4057632684707642)","(0.09933586418628693, 0.305643767118454, 1.3642138242721558)","(0.09941885620355606, 0.22085264325141907, 1.3641163110733032)","(0.10038815438747406, -0.043611325323581696, 1.3540458679199219)","(0.10486510396003723, -0.4111146926879883, 1.3257782459259033)","(0.18476775288581848, 0.11907418072223663, 1.2334873676300049)","(0.003644493641331792, 0.1481482833623886, 1.3166378736495972)","(0.17340432107448578, -0.391218900680542, 1.2675529718399048)","(0.030787959694862366, -0.4085790812969208, 1.311745047569275)","(0.30168214440345764, -0.16213054955005646, 1.2118605375289917)","(0.365632563829422, -0.38985246419906616, 1.2466373443603516)","(0.3778659999370575, -0.4173681139945984, 1.2516149282455444)","(0.3749408423900604, -0.4666225016117096, 1.258508324623108)","(0.3657280504703522, -0.40727469325065613, 1.2708889245986938)","(-0.00859752856194973, -0.10322058200836182, 1.3165241479873657)","(0.2986205816268921, -0.13821455836296082, 1.187619686126709)","(0.3544822931289673, -0.20237982273101807, 1.1968812942504883)","(0.37362390756607056, -0.2218245267868042, 1.1950173377990723)","(0.3482419550418854, -0.16484707593917847, 1.18407142162323)","(0.2087351381778717, -0.6999552845954895, 1.2069944143295288)","(0.25653597712516785, -1.084046721458435, 1.1718538999557495)","(0.21095043420791626, -1.111523985862732, 1.0342994928359985)","(0.046495337039232254, -0.6785097718238831, 1.360097885131836)","(0.06938978284597397, -1.0674939155578613, 1.4755743741989136)","(0.022092919796705246, -1.1360938549041748, 1.3660945892333984)"
2022-12-05 11:48:58.293504,"(0.0, 0.0, 0.0, 0.0)","(-0.0005464410060085356, 0.994596540927887, 0.0005211073439568281, -0.10381340235471725)","(-0.003798894817009568, 0.994405210018158, 0.018735593184828758, -0.10388831794261932)","(-0.011048696003854275, 0.990644097328186, 0.03724593296647072, -0.130824476480484)","(-0.011870027519762516, 0.9875072240829468, 0.03699237108230591, -0.15270963311195374)","(0.8657838702201843, 0.3261341154575348, -0.15355020761489868, -0.3470982611179352)","(0.8837713599205017, -0.4162621796131134, -0.011898577213287354, -0.21338306367397308)","(0.5925183296203613, 0.725494921207428, -0.2022818922996521, -0.2857641875743866)","(-0.6940786838531494, 0.7125966548919678, -0.038061171770095825, 0.09493172913789749)","(0.8406256437301636, 0.1861480176448822, -0.5038602352142334, 0.06944174319505692)","(-0.03205757588148117, 0.06918080151081085, 0.987537682056427, -0.13767968118190765)","(-0.02750326506793499, 0.07779720425605774, 0.9746826887130737, -0.20780964195728302)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9802020788192749, -0.02381005696952343, -0.19649937748908997, -0.005003667902201414)","(-0.39599376916885376, -0.1097274050116539, -0.6288235187530518, 0.6600983738899231)","(0.44390055537223816, 0.21651996672153473, 0.8233155012130737, -0.2796837091445923)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.7993531823158264, -0.012016680091619492, 0.590440571308136, -0.11077035963535309)","(0.8173829913139343, 0.02459675818681717, 0.5709861516952515, -0.07249144464731216)","(0.0, 0.0, 0.0, 0.0)","(-0.5911866426467896, 0.054080087691545486, 0.8011610507965088, -0.07559517025947571)","(-0.5529899001121521, 0.10316424071788788, 0.820222795009613, -0.1038932278752327)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.335957,"(0.09258619695901871, 0.4268057346343994, 1.417914867401123)","(0.13911817967891693, 0.3080598711967468, 1.3847204446792603)","(0.13775566220283508, 0.222538560628891, 1.3827475309371948)","(0.13266874849796295, -0.04399843513965607, 1.3666471242904663)","(0.12466875463724136, -0.41378435492515564, 1.3297795057296753)","(0.18994146585464478, 0.11843550205230713, 1.2324082851409912)","(0.020206306129693985, 0.14137272536754608, 1.345106840133667)","(0.18522566556930542, -0.39272648096084595, 1.2721916437149048)","(0.058266427367925644, -0.4125364422798157, 1.3146729469299316)","(0.30905047059059143, -0.1610483080148697, 1.2022079229354858)","(0.3840633034706116, -0.3880406618118286, 1.2219651937484741)","(0.3960603177547455, -0.4145814776420593, 1.2254971265792847)","(0.3909115493297577, -0.4569549560546875, 1.2384599447250366)","(0.4210026264190674, -0.3964439928531647, 1.224600076675415)","(0.18526671826839447, -0.09608487784862518, 1.2897087335586548)","(0.3401874601840973, -0.27368608117103577, 1.219854474067688)","(0.3712530732154846, -0.3380908966064453, 1.2096917629241943)","(0.4053954482078552, -0.410055011510849, 1.2149466276168823)","(0.36150169372558594, -0.28860247135162354, 1.1619694232940674)","(0.2279493510723114, -0.6996331214904785, 1.1995352506637573)","(0.2849533259868622, -1.0814673900604248, 1.1493964195251465)","(0.22396667301654816, -1.1079423427581787, 1.0182890892028809)","(0.07210487872362137, -0.6793148517608643, 1.372098445892334)","(0.09340296685695648, -1.0636159181594849, 1.500157356262207)","(0.02777155488729477, -1.1338067054748535, 1.4059678316116333)"
2022-12-05 11:48:58.335957,"(0.0, 0.0, 0.0, 0.0)","(0.005863758269697428, 0.9850299954414368, 0.01272810809314251, -0.17181231081485748)","(0.004204499535262585, 0.9846334457397461, 0.03134632110595703, -0.17174653708934784)","(0.002221224131062627, 0.984319806098938, 0.05076372250914574, -0.16891609132289886)","(0.0023283357731997967, 0.9846740365028381, 0.05075892433524132, -0.16683870553970337)","(0.8571791648864746, 0.252856582403183, -0.1973869353532791, -0.4029214084148407)","(0.8774212002754211, -0.43915486335754395, -0.06965715438127518, -0.18006384372711182)","(0.5794584155082703, 0.7201850414276123, -0.20506975054740906, -0.32172614336013794)","(-0.6990819573402405, 0.7046815752983093, -0.04608156532049179, 0.11218235641717911)","(0.8191354870796204, 0.19449451565742493, -0.5354734659194946, 0.06676194071769714)","(0.5654656887054443, 0.1250605583190918, 0.8083218932151794, -0.10594409704208374)","(0.5602548122406006, 0.1707828789949417, 0.7990097999572754, -0.13612884283065796)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8718059659004211, 0.3099469244480133, -0.3783893287181854, 0.026622550562024117)","(0.900288462638855, 0.2922424077987671, 0.2252524346113205, -0.23094667494297028)","(0.9377705454826355, 0.1940481811761856, 0.25778627395629883, -0.12836644053459167)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8032499551773071, -0.012566929683089256, 0.5804630517959595, -0.1330195814371109)","(0.8495885133743286, 0.029105691239237785, 0.5182667970657349, -0.09355036169290543)","(0.0, 0.0, 0.0, 0.0)","(-0.5778785943984985, 0.0712040588259697, 0.808846652507782, -0.08217901736497879)","(-0.48097097873687744, 0.12671010196208954, 0.8616087436676025, -0.1012021154165268)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.377884,"(0.1045069694519043, 0.4290582239627838, 1.426705241203308)","(0.14766919612884521, 0.3086410462856293, 1.3915352821350098)","(0.14612719416618347, 0.22294925153255463, 1.3887141942977905)","(0.14044225215911865, -0.04410484433174133, 1.3703241348266602)","(0.13161297142505646, -0.41477712988853455, 1.330793857574463)","(0.19246059656143188, 0.1177481859922409, 1.2327980995178223)","(0.024870378896594048, 0.14290867745876312, 1.3527865409851074)","(0.19059310853481293, -0.393877238035202, 1.2735530138015747)","(0.0660540983080864, -0.4132115840911865, 1.3154679536819458)","(0.31010061502456665, -0.15975075960159302, 1.1972293853759766)","(0.38736218214035034, -0.386367529630661, 1.21431565284729)","(0.39973345398902893, -0.41215696930885315, 1.2169395685195923)","(0.39745521545410156, -0.4537409245967865, 1.2325035333633423)","(0.4218665063381195, -0.40198132395744324, 1.2100000381469727)","(0.18840588629245758, -0.09481796622276306, 1.2932419776916504)","(0.33930638432502747, -0.2746421694755554, 1.2196907997131348)","(0.3726497292518616, -0.34113413095474243, 1.2045751810073853)","(0.4131263494491577, -0.410934180021286, 1.2096856832504272)","(0.36095091700553894, -0.2908603847026825, 1.1585118770599365)","(0.2335418313741684, -0.7005729079246521, 1.1995118856430054)","(0.2909635305404663, -1.0821764469146729, 1.1476374864578247)","(0.22671720385551453, -1.1087453365325928, 1.0183262825012207)","(0.0809420794248581, -0.6763290762901306, 1.374715805053711)","(0.10434603691101074, -1.0615426301956177, 1.5075026750564575)","(0.035712309181690216, -1.1327552795410156, 1.4175739288330078)"
2022-12-05 11:48:58.377884,"(0.0, 0.0, 0.0, 0.0)","(0.005852506496012211, 0.9831699132919312, 0.017812449485063553, -0.18172906339168549)","(0.004200109280645847, 0.9827066659927368, 0.03572292998433113, -0.1816420555114746)","(0.002425386803224683, 0.9832438230514526, 0.05433940514922142, -0.1739915907382965)","(0.0027493038214743137, 0.98426353931427, 0.05432397499680519, -0.16812661290168762)","(0.854570746421814, 0.23840491473674774, -0.20310208201408386, -0.4142723083496094)","(0.8727041482925415, -0.448784202337265, -0.07603470236063004, -0.17663222551345825)","(0.5782229900360107, 0.7181721925735474, -0.20599935948848724, -0.32779741287231445)","(-0.6973255276679993, 0.7057028412818909, -0.045975301414728165, 0.1166488528251648)","(0.7999318242073059, 0.1964542716741562, -0.5632755756378174, 0.06508005410432816)","(0.6639524698257446, 0.13661447167396545, 0.7288470268249512, -0.09636193513870239)","(0.6583318710327148, 0.18396396934986115, 0.7180027961730957, -0.13125737011432648)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8559520840644836, 0.30916863679885864, -0.41326332092285156, 0.03121238574385643)","(0.9167355298995972, 0.29750558733940125, 0.15839150547981262, -0.21447274088859558)","(0.9523676037788391, 0.20431695878505707, 0.176054909825325, -0.14232048392295837)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8036497831344604, -0.013415399938821793, 0.5794328451156616, -0.13499829173088074)","(0.8562604784965515, 0.02967427857220173, 0.5067977905273438, -0.09535882622003555)","(0.0, 0.0, 0.0, 0.0)","(-0.5766052603721619, 0.07379564642906189, 0.809055745601654, -0.0866558626294136)","(-0.46506598591804504, 0.13177651166915894, 0.8692752718925476, -0.10348506271839142)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.417748,"(0.11896039545536041, 0.4348253905773163, 1.4396557807922363)","(0.14930430054664612, 0.3085746765136719, 1.3928415775299072)","(0.14798586070537567, 0.22316457331180573, 1.3901262283325195)","(0.14309772849082947, -0.04282497987151146, 1.3720449209213257)","(0.13534189760684967, -0.4117305278778076, 1.3327018022537231)","(0.19244442880153656, 0.11771544069051743, 1.2330939769744873)","(0.05788816511631012, 0.2005527913570404, 1.3464983701705933)","(0.19059604406356812, -0.3926630914211273, 1.2754240036010742)","(0.07768767327070236, -0.40649521350860596, 1.3173327445983887)","(0.3100185692310333, -0.16009430587291718, 1.193111538887024)","(0.38964900374412537, -0.38599297404289246, 1.2092024087905884)","(0.3994462490081787, -0.4129922389984131, 1.2083503007888794)","(0.4007140100002289, -0.4535713493824005, 1.2246317863464355)","(0.41980287432670593, -0.3998115658760071, 1.1952593326568604)","(0.20088213682174683, -0.05087274685502052, 1.2883269786834717)","(0.3417404890060425, -0.23603887856006622, 1.2061039209365845)","(0.3564876914024353, -0.3113257884979248, 1.1977529525756836)","(0.4065800905227661, -0.3696844279766083, 1.1921272277832031)","(0.35904183983802795, -0.2800714075565338, 1.1457871198654175)","(0.2375584840774536, -0.6986384987831116, 1.1999211311340332)","(0.2998119592666626, -1.079324722290039, 1.1462491750717163)","(0.23382379114627838, -1.1066068410873413, 1.0181608200073242)","(0.08692292124032974, -0.673749566078186, 1.3774490356445312)","(0.10247412323951721, -1.0561898946762085, 1.5084649324417114)","(0.029051072895526886, -1.1240241527557373, 1.418796181678772)"
2022-12-05 11:48:58.417748,"(0.0, 0.0, 0.0, 0.0)","(0.00583239272236824, 0.9931834936141968, 0.01667165942490101, -0.11521578580141068)","(0.005202046595513821, 0.9927281141281128, 0.03475647792220116, -0.1151343286037445)","(0.002255635103210807, 0.9868794679641724, 0.054064325988292694, -0.15212151408195496)","(0.0006336370715871453, 0.9818747043609619, 0.05410764738917351, -0.18164226412773132)","(0.8661069869995117, 0.20474335551261902, -0.14562104642391205, -0.43212661147117615)","(0.7802722454071045, -0.5740870237350464, 0.0366087406873703, -0.24547727406024933)","(0.5795329213142395, 0.709323525428772, -0.21827825903892517, -0.33668407797813416)","(-0.6732455492019653, 0.7256026268005371, -0.05511485040187836, 0.13116267323493958)","(0.7796221375465393, 0.19802325963974, -0.5904725790023804, 0.06571422517299652)","(0.7156356573104858, 0.14567798376083374, 0.6770263910293579, -0.09098757058382034)","(0.7209659218788147, 0.11647980660200119, 0.670830488204956, -0.12894569337368011)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8660706877708435, 0.2712877690792084, -0.4195416271686554, 0.01758841797709465)","(0.9232853651046753, 0.27239152789115906, 0.15081772208213806, -0.22494663298130035)","(0.9741578698158264, 0.08343908935785294, 0.1970033198595047, -0.07241619378328323)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8108158111572266, -0.0077069043181836605, 0.5680801868438721, -0.14072388410568237)","(0.8602706789970398, 0.03478596732020378, 0.4986701011657715, -0.1002620980143547)","(0.0, 0.0, 0.0, 0.0)","(-0.5672785639762878, 0.08093081414699554, 0.8159223198890686, -0.07691609114408493)","(-0.45279115438461304, 0.13691064715385437, 0.8761529922485352, -0.09269145876169205)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:58.457643,"(0.1353171467781067, 0.4355792999267578, 1.4487942457199097)","(0.16073472797870636, 0.3083318769931793, 1.4050182104110718)","(0.15890870988368988, 0.22365127503871918, 1.4010365009307861)","(0.15235374867916107, -0.04056113585829735, 1.3794260025024414)","(0.14236241579055786, -0.40818288922309875, 1.336266279220581)","(0.1924709975719452, 0.11760097742080688, 1.2334353923797607)","(0.08825013041496277, 0.25587448477745056, 1.3331050872802734)","(0.18808045983314514, -0.3912231922149658, 1.279395580291748)","(0.10544048249721527, -0.3987768888473511, 1.3213387727737427)","(0.3100370764732361, -0.1618644893169403, 1.1893144845962524)","(0.3912320137023926, -0.38806092739105225, 1.1980904340744019)","(0.3955504894256592, -0.41500091552734375, 1.1989593505859375)","(0.39396682381629944, -0.45658615231513977, 1.2160089015960693)","(0.42249029874801636, -0.41182029247283936, 1.1940909624099731)","(0.1644449532032013, -0.04243334382772446, 1.1977031230926514)","(0.33303287625312805, -0.21508464217185974, 1.1551045179367065)","(0.35191234946250916, -0.29063600301742554, 1.1779825687408447)","(0.40267935395240784, -0.35997965931892395, 1.1849077939987183)","(0.37233826518058777, -0.2474505603313446, 1.1517271995544434)","(0.2417667806148529, -0.6956055164337158, 1.1988836526870728)","(0.31202903389930725, -1.0742859840393066, 1.1390331983566284)","(0.2504180669784546, -1.1000276803970337, 1.0076603889465332)","(0.09273355454206467, -0.6778809428215027, 1.397810459136963)","(0.08033307641744614, -1.0393400192260742, 1.5366215705871582)","(0.0026661083102226257, -1.1053991317749023, 1.4491469860076904)"
