datetime,Head,Neck,SpineShoulder,SpineMid,SpineBase,ShoulderRight,ShoulderLeft,HipRight,HipLeft,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,KneeRight,AnkleRight,FootRight,KneeLeft,AnkleLeft,FootLeft
2022-12-05 11:48:56.140657,"(0.0, 0.0, 0.0, 0.0)","(0.028119681403040886, 0.9860841035842896, -0.00988992489874363, -0.1635531485080719)","(0.02788800559937954, 0.9861356616020203, 0.013731841929256916, -0.16300319135189056)","(0.026561837643384933, 0.9857730269432068, 0.03667358681559563, -0.16186732053756714)","(0.026577873155474663, 0.9858437180519104, 0.036661967635154724, -0.16143620014190674)","(0.7862675786018372, 0.5835334062576294, -0.14138981699943542, -0.14588019251823425)","(0.7691816687583923, -0.6256920695304871, -0.11405275762081146, 0.06213628873229027)","(0.6305184364318848, 0.6860340237617493, -0.20920592546463013, -0.2967097759246826)","(-0.6716948747634888, 0.73649001121521, -0.03103429079055786, 0.07379322499036789)","(0.9900718331336975, 0.062495261430740356, 0.04240193963050842, -0.11855030804872513)","(0.8702995777130127, -0.11127692461013794, 0.4728412330150604, -0.0813460499048233)","(0.7957338094711304, 0.25448328256607056, 0.5479488968849182, -0.042401909828186035)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(-0.509036660194397, -0.06417670100927353, 0.8472337126731873, 0.13768823444843292)","(0.6433104872703552, -0.48255741596221924, 0.5701575875282288, -0.16795940697193146)","(0.6381381154060364, -0.501229465007782, 0.5602415204048157, -0.16636797785758972)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8069609999656677, -0.0481167733669281, 0.5850521922111511, -0.06490463763475418)","(0.8048047423362732, -0.008830814622342587, 0.5927591323852539, -0.029119320213794708)","(0.0, 0.0, 0.0, 0.0)","(-0.5800861120223999, -0.08120902627706528, 0.8003702759742737, 0.1277209222316742)","(-0.595141589641571, -0.042659271508455276, 0.7969790697097778, 0.09386689960956573)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.181588,"(0.2756992280483246, 0.3607969284057617, 1.59725821018219)","(0.29987210035324097, 0.21659891307353973, 1.5963038206100464)","(0.29586392641067505, 0.14116686582565308, 1.5989696979522705)","(0.28171682357788086, -0.09206908941268921, 1.5963093042373657)","(0.260580450296402, -0.4134177565574646, 1.5775291919708252)","(0.43060752749443054, 0.09755199402570724, 1.5384633541107178)","(0.11601825803518295, 0.10103394836187363, 1.6442301273345947)","(0.3297055959701538, -0.40282711386680603, 1.5146328210830688)","(0.18006794154644012, -0.4054720997810364, 1.5661001205444336)","(0.46672582626342773, -0.17395812273025513, 1.4716987609863281)","(0.4410013258457184, -0.41114410758018494, 1.4164499044418335)","(0.46959811449050903, -0.46555042266845703, 1.4305728673934937)","(0.460456907749176, -0.5243757963180542, 1.4274436235427856)","(0.4919600188732147, -0.4504775106906891, 1.403184175491333)","(0.0755438432097435, -0.14668969810009003, 1.5786670446395874)","(-0.03832438960671425, -0.3096824884414673, 1.427978754043579)","(-0.04624070227146149, -0.3538426160812378, 1.4207993745803833)","(-0.06423614174127579, -0.38943225145339966, 1.3975516557693481)","(-0.04113563522696495, -0.33741679787635803, 1.379000186920166)","(0.3285687565803528, -0.7065216302871704, 1.4671448469161987)","(0.3358182907104492, -1.1030689477920532, 1.4467389583587646)","(0.293169230222702, -1.132331371307373, 1.305826187133789)","(0.14188916981220245, -0.7058041095733643, 1.4752447605133057)","(0.09821199625730515, -1.0947082042694092, 1.399600863456726)","(0.05394551157951355, -1.1089558601379395, 1.2551276683807373)"
2022-12-05 11:48:56.181588,"(0.0, 0.0, 0.0, 0.0)","(0.0290544293820858, 0.9860550165176392, -0.013071333989501, -0.1633414924144745)","(0.028952879831194878, 0.986181378364563, 0.010551092214882374, -0.16277818381786346)","(0.027562350034713745, 0.9854758381843567, 0.03412562608718872, -0.16405218839645386)","(0.027494333684444427, 0.9851471781730652, 0.034180447459220886, -0.16601449251174927)","(0.7880540490150452, 0.5812162160873413, -0.14341624081134796, -0.14349326491355896)","(0.7701929807662964, -0.6246224641799927, -0.11205799877643585, 0.06397327035665512)","(0.6308550238609314, 0.6836049556732178, -0.21382653713226318, -0.2983023226261139)","(-0.6711264252662659, 0.7373704314231873, -0.03108741156756878, 0.07005609571933746)","(0.9905545711517334, 0.06685862690210342, -0.018341099843382835, -0.11830098927021027)","(0.8286828398704529, -0.1067359447479248, 0.5454853177070618, -0.06586390733718872)","(0.7232309579849243, 0.2528793215751648, 0.6389705538749695, -0.06859797239303589)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(-0.4225853681564331, -0.08182090520858765, 0.893790066242218, 0.12596121430397034)","(0.9089430570602417, -0.25900715589523315, 0.022120540961623192, -0.325957715511322)","(0.9924755096435547, -0.0852038785815239, -0.03104793280363083, -0.08227182179689407)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8099515438079834, -0.04668460413813591, 0.5813537836074829, -0.06186089664697647)","(0.8048650622367859, -0.007890207692980766, 0.5928308367729187, -0.02610824443399906)","(0.0, 0.0, 0.0, 0.0)","(-0.5759532451629639, -0.08254977315664291, 0.8020938038825989, 0.13456960022449493)","(-0.5951009392738342, -0.04345957934856415, 0.7960537075996399, 0.10131486505270004)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.223674,"(0.27334660291671753, 0.3610912561416626, 1.5933606624603271)","(0.29941919445991516, 0.217441126704216, 1.5917061567306519)","(0.29541659355163574, 0.14194723963737488, 1.5948004722595215)","(0.28127893805503845, -0.09150856733322144, 1.5935426950454712)","(0.26018375158309937, -0.4131649434566498, 1.5767523050308228)","(0.42886120080947876, 0.09762287139892578, 1.534959316253662)","(0.1188470795750618, 0.10392265766859055, 1.645565152168274)","(0.3284227252006531, -0.4026426672935486, 1.5121777057647705)","(0.180010586977005, -0.4052393436431885, 1.5661437511444092)","(0.46359455585479736, -0.17419224977493286, 1.466007947921753)","(0.4549863040447235, -0.4134528934955597, 1.4175136089324951)","(0.469394326210022, -0.46676206588745117, 1.4300813674926758)","(0.46321460604667664, -0.5225372910499573, 1.4259395599365234)","(0.4835943579673767, -0.45181700587272644, 1.3950352668762207)","(0.07505523413419724, -0.1686447709798813, 1.5760893821716309)","(-0.03494201973080635, -0.3563847243785858, 1.456929326057434)","(-0.02718822844326496, -0.40323126316070557, 1.4638782739639282)","(-0.03037557378411293, -0.4461253881454468, 1.4487348794937134)","(-0.021661903709173203, -0.378339946269989, 1.41881263256073)","(0.32711127400398254, -0.7094032764434814, 1.4674052000045776)","(0.33397597074508667, -1.1029013395309448, 1.4506425857543945)","(0.289300799369812, -1.1331597566604614, 1.3108268976211548)","(0.13757328689098358, -0.7062653303146362, 1.473352074623108)","(0.08890123665332794, -1.0928585529327393, 1.3957451581954956)","(0.04242353141307831, -1.1066120862960815, 1.252030849456787)"
2022-12-05 11:48:56.223674,"(0.0, 0.0, 0.0, 0.0)","(0.029581131413578987, 0.9846379160881042, -0.01561843790113926, -0.17137418687343597)","(0.029332607984542847, 0.9848336577415466, 0.007818169891834259, -0.17082487046718597)","(0.02772507257759571, 0.9841501116752625, 0.031282659620046616, -0.1723404824733734)","(0.027655327692627907, 0.9837638139724731, 0.031344328075647354, -0.17453202605247498)","(0.7895103096961975, 0.5791301131248474, -0.14730137586593628, -0.13994331657886505)","(0.7659565210342407, -0.6266090273857117, -0.1210244670510292, 0.07762041687965393)","(0.6286821365356445, 0.6809605956077576, -0.22160054743289948, -0.3032236099243164)","(-0.6710801720619202, 0.7379687428474426, -0.029735876247286797, 0.06457007676362991)","(0.98058021068573, 0.07877560704946518, -0.13941644132137299, -0.11322503536939621)","(0.9156174063682556, -0.055320557206869125, 0.3890707790851593, -0.084901362657547)","(0.9059473872184753, 0.16298291087150574, 0.3871767818927765, 0.05282071605324745)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(-0.34726184606552124, -0.08820751309394836, 0.9263640642166138, 0.11609657108783722)","(0.9317064881324768, -0.2629096508026123, 0.1015164852142334, -0.2291201800107956)","(0.994023859500885, 0.08145860582590103, 0.0025572683662176132, 0.07262619584798813)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.815426766872406, -0.04342387616634369, 0.5743107199668884, -0.05797182023525238)","(0.809326171875, -0.005438506603240967, 0.5869089961051941, -0.022345807403326035)","(0.0, 0.0, 0.0, 0.0)","(-0.5684559345245361, -0.08193902671337128, 0.8064702749252319, 0.14053310453891754)","(-0.5892074108123779, -0.04257812350988388, 0.799601137638092, 0.10798020660877228)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.265634,"(0.2646923363208771, 0.3617268204689026, 1.5849595069885254)","(0.2955072522163391, 0.2208380401134491, 1.5793155431747437)","(0.2912311255931854, 0.1449543684720993, 1.583824872970581)","(0.2763907015323639, -0.08960036933422089, 1.5865235328674316)","(0.25400522351264954, -0.41232985258102417, 1.574530005455017)","(0.42271101474761963, 0.0986480787396431, 1.514508605003357)","(0.1191851943731308, 0.10586706548929214, 1.6456903219223022)","(0.31910037994384766, -0.40262746810913086, 1.506475806236267)","(0.17623993754386902, -0.4037075638771057, 1.5671645402908325)","(0.45435452461242676, -0.17268577218055725, 1.4515390396118164)","(0.46101558208465576, -0.4134664833545685, 1.4172847270965576)","(0.4636461138725281, -0.46630990505218506, 1.4215493202209473)","(0.45627039670944214, -0.5251173973083496, 1.42244291305542)","(0.4830060303211212, -0.452020525932312, 1.3912466764450073)","(0.06423277407884598, -0.22135604918003082, 1.5983110666275024)","(0.03090498223900795, -0.460030734539032, 1.5688366889953613)","(0.036414556205272675, -0.48719555139541626, 1.566023588180542)","(0.04159431904554367, -0.5244694352149963, 1.509079098701477)","(0.009410935454070568, -0.47711101174354553, 1.4930001497268677)","(0.3212624490261078, -0.7152366638183594, 1.4662058353424072)","(0.33184587955474854, -1.102420449256897, 1.4552764892578125)","(0.2804289162158966, -1.1348130702972412, 1.3190150260925293)","(0.12962570786476135, -0.7087979912757874, 1.4739118814468384)","(0.07697936147451401, -1.0903593301773071, 1.3974441289901733)","(0.023324258625507355, -1.1043732166290283, 1.256927490234375)"
2022-12-05 11:48:56.265634,"(0.0, 0.0, 0.0, 0.0)","(0.03352424502372742, 0.9784659743309021, -0.02333258092403412, -0.2023266851902008)","(0.03209557384252548, 0.9789004921913147, 0.0007518685888499022, -0.2017996460199356)","(0.03017551265656948, 0.9788892269134521, 0.025106968358159065, -0.20058678090572357)","(0.030186904594302177, 0.9789801239967346, 0.02509327046573162, -0.2001424878835678)","(0.7859356999397278, 0.5720451474189758, -0.1761493682861328, -0.15505096316337585)","(0.7644661068916321, -0.6206575632095337, -0.14185954630374908, 0.10125064849853516)","(0.6251646280288696, 0.671701192855835, -0.24068117141723633, -0.31632164120674133)","(-0.6668473482131958, 0.7434384822845459, -0.021375533193349838, 0.04644244909286499)","(0.9173727035522461, 0.09568864107131958, -0.37732017040252686, -0.08306924253702164)","(0.8983384370803833, -0.018305473029613495, 0.4333801865577698, -0.06953179091215134)","(0.900353193283081, 0.03977588191628456, 0.4325869679450989, 0.025506112724542618)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9430252313613892, -0.1007218286395073, 0.3143996596336365, -0.04136934503912926)","(0.9795958399772644, -0.056871555745601654, -0.17867524921894073, -0.07233783602714539)","(0.9772395491600037, 0.10706888139247894, -0.18033632636070251, -0.03190356120467186)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.830643355846405, -0.03261743113398552, 0.5531024932861328, -0.055185310542583466)","(0.824682891368866, 0.0032918842043727636, 0.5652544498443604, -0.019357463344931602)","(0.0, 0.0, 0.0, 0.0)","(-0.5482913851737976, -0.08114004880189896, 0.8200700283050537, 0.14240047335624695)","(-0.5681131482124329, -0.04179258272051811, 0.814293384552002, 0.11147741228342056)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.306535,"(0.25692644715309143, 0.3616830110549927, 1.5800226926803589)","(0.2943055331707001, 0.22109612822532654, 1.5807292461395264)","(0.2898532450199127, 0.14522749185562134, 1.584867238998413)","(0.2738887369632721, -0.0892246812582016, 1.5867969989776611)","(0.2484510838985443, -0.41184622049331665, 1.573837161064148)","(0.41983601450920105, 0.09913592040538788, 1.5101662874221802)","(0.11821641772985458, 0.10764292627573013, 1.6451544761657715)","(0.3131851851940155, -0.40238049626350403, 1.504345417022705)","(0.17142696678638458, -0.40279489755630493, 1.5685769319534302)","(0.4481268525123596, -0.1716001331806183, 1.4445936679840088)","(0.4621637165546417, -0.4122369587421417, 1.4136863946914673)","(0.45767053961753845, -0.4659336805343628, 1.4144383668899536)","(0.45248574018478394, -0.5249051451683044, 1.4166420698165894)","(0.4743182361125946, -0.4526252746582031, 1.3824238777160645)","(0.06369027495384216, -0.2163679301738739, 1.6150356531143188)","(0.046983398497104645, -0.45691344141960144, 1.613875150680542)","(0.04755580797791481, -0.47134971618652344, 1.6210612058639526)","(0.04846001788973808, -0.49863317608833313, 1.612942099571228)","(0.05965851619839668, -0.44969481229782104, 1.5682499408721924)","(0.3173035681247711, -0.7164838910102844, 1.4653794765472412)","(0.3299884796142578, -1.101908564567566, 1.4560874700546265)","(0.2775813937187195, -1.1347965002059937, 1.3204927444458008)","(0.12287476658821106, -0.712053656578064, 1.4753994941711426)","(0.06905258446931839, -1.0892677307128906, 1.4006266593933105)","(0.013965625315904617, -1.1029349565505981, 1.260701060295105)"
2022-12-05 11:48:56.306535,"(0.0, 0.0, 0.0, 0.0)","(0.034317564219236374, 0.9770699143409729, -0.020476188510656357, -0.20913511514663696)","(0.03409566357731819, 0.9774163365364075, 0.003073608735576272, -0.20853136479854584)","(0.03422842174768448, 0.9767670035362244, 0.027831820771098137, -0.20971405506134033)","(0.03417025879025459, 0.9763271808624268, 0.027903197333216667, -0.2117522656917572)","(0.7827339768409729, 0.5694846510887146, -0.1850983202457428, -0.16956764459609985)","(0.762201726436615, -0.6241203546524048, -0.14217419922351837, 0.09648239612579346)","(0.6258261203765869, 0.6671174764633179, -0.24238984286785126, -0.32333114743232727)","(-0.6645705103874207, 0.7461561560630798, -0.011172919534146786, 0.0383688323199749)","(0.8223682641983032, 0.10823390632867813, -0.5542322993278503, -0.06944411993026733)","(0.9162718653678894, 0.0013894905569031835, 0.39439094066619873, -0.06999906152486801)","(0.9170833826065063, -0.03552962839603424, 0.3964445888996124, 0.02296682819724083)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9295248985290527, -0.09391549229621887, 0.3563591539859772, -0.013097699731588364)","(0.9669120907783508, -0.03414633497595787, 0.25273242592811584, 0.006436448078602552)","(0.9481852650642395, 0.06939668208360672, 0.2197129875421524, 0.21875795722007751)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8373005986213684, -0.028096072375774384, 0.5432146787643433, -0.05528240650892258)","(0.8271774053573608, 0.006839674897491932, 0.561570942401886, -0.019204087555408478)","(0.0, 0.0, 0.0, 0.0)","(-0.5393179059028625, -0.0798824280500412, 0.8261717557907104, 0.14211007952690125)","(-0.5640653967857361, -0.040146924555301666, 0.8170391917228699, 0.1125405803322792)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.346651,"(0.2470073103904724, 0.3613980710506439, 1.5748963356018066)","(0.28386199474334717, 0.22508347034454346, 1.5646835565567017)","(0.27988654375076294, 0.1485295593738556, 1.5710381269454956)","(0.26564228534698486, -0.08782988786697388, 1.5788291692733765)","(0.24300146102905273, -0.4121934175491333, 1.5720964670181274)","(0.39371851086616516, 0.10362346470355988, 1.4674501419067383)","(0.11571982502937317, 0.10892864316701889, 1.6436558961868286)","(0.3050087094306946, -0.4028090238571167, 1.5004072189331055)","(0.16868308186531067, -0.40290799736976624, 1.568770408630371)","(0.4428401291370392, -0.1725652813911438, 1.4380457401275635)","(0.4183923602104187, -0.41092053055763245, 1.3887836933135986)","(0.4497188329696655, -0.4625571370124817, 1.4027727842330933)","(0.4400119483470917, -0.5261262655258179, 1.409677267074585)","(0.4742603302001953, -0.4477543234825134, 1.3773610591888428)","(0.06206900253891945, -0.21044312417507172, 1.6471354961395264)","(0.05516425892710686, -0.45196306705474854, 1.6652053594589233)","(0.052379246801137924, -0.4688027799129486, 1.676889181137085)","(0.052667174488306046, -0.4790186882019043, 1.6863179206848145)","(0.05074363946914673, -0.45787763595581055, 1.6484999656677246)","(0.31276440620422363, -0.7165281772613525, 1.463867425918579)","(0.32965216040611267, -1.101861596107483, 1.4575923681259155)","(0.26233816146850586, -1.1367924213409424, 1.3308757543563843)","(0.12073882669210434, -0.7134102582931519, 1.476912498474121)","(0.06785238534212112, -1.0901274681091309, 1.4040796756744385)","(-0.0016368255019187927, -1.1050420999526978, 1.2728099822998047)"
2022-12-05 11:48:56.346651,"(0.0, 0.0, 0.0, 0.0)","(0.03635331988334656, 0.959402859210968, -0.03252837806940079, -0.27778857946395874)","(0.03346439450979233, 0.9601318836212158, -0.007455576676875353, -0.2774369716644287)","(0.03106820397078991, 0.9667022228240967, 0.018848439678549767, -0.2533107399940491)","(0.031499940901994705, 0.9723546504974365, 0.018117690458893776, -0.23066399991512299)","(0.7559587955474854, 0.5514609813690186, -0.2618620991706848, -0.2363164722919464)","(0.7605231404304504, -0.6144555807113647, -0.1712227165699005, 0.12137448787689209)","(0.619022786617279, 0.6640239953994751, -0.25990021228790283, -0.32914242148399353)","(-0.6618093252182007, 0.7492549419403076, -0.008992672897875309, 0.023337217047810555)","(0.9792836308479309, 0.07695614546537399, 0.17491720616817474, -0.06697279214859009)","(0.841641366481781, -0.09646350145339966, 0.5280531048774719, -0.05911567807197571)","(0.7206066250801086, 0.2762465476989746, 0.6302252411842346, -0.08503002673387527)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9729605317115784, -0.07998684793710709, 0.21543040871620178, 0.023231761530041695)","(0.9947988986968994, -0.01769675314426422, -0.09369704872369766, 0.035817380994558334)","(0.9497071504592896, -0.09276577085256577, -0.07155246287584305, 0.2903982698917389)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.847880482673645, -0.020131370052695274, 0.5268696546554565, -0.05569344386458397)","(0.8596824407577515, 0.014675344340503216, 0.510294497013092, -0.01817210204899311)","(0.0, 0.0, 0.0, 0.0)","(-0.5241836905479431, -0.08104869723320007, 0.836372971534729, 0.1383577138185501)","(-0.5154550075531006, -0.04524201899766922, 0.848892092704773, 0.1078963577747345)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.390544,"(0.23575212061405182, 0.3608419895172119, 1.5699310302734375)","(0.277776837348938, 0.22628287971019745, 1.5581166744232178)","(0.27364039421081543, 0.14958086609840393, 1.5643301010131836)","(0.25922891497612, -0.08751834183931351, 1.5724220275878906)","(0.23754727840423584, -0.4132075905799866, 1.5682708024978638)","(0.3899292051792145, 0.1032501831650734, 1.4648257493972778)","(0.11102165281772614, 0.1091209203004837, 1.6412756443023682)","(0.29844385385513306, -0.4036904573440552, 1.4956382513046265)","(0.16537752747535706, -0.4036795496940613, 1.5668542385101318)","(0.43717122077941895, -0.17324838042259216, 1.429979920387268)","(0.4328964352607727, -0.4128006100654602, 1.3827542066574097)","(0.44001227617263794, -0.44210755825042725, 1.3922961950302124)","(0.43639200925827026, -0.5197243690490723, 1.3947592973709106)","(0.47458595037460327, -0.43858373165130615, 1.3742858171463013)","(0.06397252529859543, -0.2036897838115692, 1.664225459098816)","(0.057847268879413605, -0.44558185338974, 1.6690969467163086)","(0.05776809900999069, -0.46007999777793884, 1.7006083726882935)","(0.05802685767412186, -0.470382958650589, 1.7100145816802979)","(0.0569661445915699, -0.4536930322647095, 1.6770000457763672)","(0.3067845106124878, -0.7150858044624329, 1.459989309310913)","(0.32448938488960266, -1.1025997400283813, 1.454893708229065)","(0.25739121437072754, -1.1379691362380981, 1.328218936920166)","(0.11868822574615479, -0.7149419188499451, 1.4785561561584473)","(0.06726054847240448, -1.092358946800232, 1.4100772142410278)","(-0.0021681636571884155, -1.1083850860595703, 1.2789864540100098)"
2022-12-05 11:48:56.390544,"(0.0, 0.0, 0.0, 0.0)","(0.037007179111242294, 0.9596561789512634, -0.031327441334724426, -0.2769641876220703)","(0.033865541219711304, 0.9603474140167236, -0.007971071638166904, -0.2766270041465759)","(0.03043685294687748, 0.9651466012001038, 0.014772032387554646, -0.2595137357711792)","(0.030677657574415207, 0.9693177938461304, 0.014265215024352074, -0.24347138404846191)","(0.7613976001739502, 0.552455723285675, -0.2552250623703003, -0.22344231605529785)","(0.7600235342979431, -0.6109384894371033, -0.17908859252929688, 0.13055936992168427)","(0.6155369281768799, 0.6631406545639038, -0.26675984263420105, -0.33196088671684265)","(-0.6592128872871399, 0.751861035823822, -0.00271040596999228, 0.011665419675409794)","(0.9775252342224121, 0.0711752399802208, 0.18314722180366516, -0.07639122754335403)","(0.8034207224845886, -0.06444039195775986, 0.5873655080795288, -0.07324252277612686)","(0.7752460837364197, 0.18476732075214386, 0.6018656492233276, 0.05111033096909523)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.9765413403511047, -0.08017371594905853, -0.1987697184085846, 0.020730311051011086)","(0.999222457408905, -0.013009949587285519, -0.035956259816884995, 0.009603958576917648)","(0.8414511680603027, -0.02106521464884281, -0.030765768140554428, 0.5390450954437256)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.854811429977417, -0.018005168065428734, 0.5156326293945312, -0.055643875151872635)","(0.8593965768814087, 0.01626492477953434, 0.5107577443122864, -0.017308365553617477)","(0.0, 0.0, 0.0, 0.0)","(-0.5138298273086548, -0.07916407287120819, 0.8438408374786377, 0.13283313810825348)","(-0.5159094929695129, -0.04138050973415375, 0.849377453327179, 0.10335886478424072)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.436534,"(0.20716586709022522, 0.35976314544677734, 1.5640138387680054)","(0.25822019577026367, 0.2288288027048111, 1.5454297065734863)","(0.25477471947669983, 0.15151479840278625, 1.5513033866882324)","(0.24224887788295746, -0.08766086399555206, 1.558577299118042)","(0.22269390523433685, -0.41675594449043274, 1.5543768405914307)","(0.35990089178085327, 0.1008482500910759, 1.4471772909164429)","(0.09780821204185486, 0.10781365633010864, 1.63344144821167)","(0.2815779447555542, -0.4055284559726715, 1.4795818328857422)","(0.1535012125968933, -0.40826377272605896, 1.556107759475708)","(0.4195851683616638, -0.17636659741401672, 1.4071193933486938)","(0.3852207064628601, -0.41457998752593994, 1.3627969026565552)","(0.4231545627117157, -0.4644772410392761, 1.368602991104126)","(0.4148436486721039, -0.5269377827644348, 1.3728899955749512)","(0.4431074857711792, -0.4481881260871887, 1.3401540517807007)","(0.09999813139438629, -0.18604224920272827, 1.5472791194915771)","(0.0702236071228981, -0.41751405596733093, 1.4697139263153076)","(0.08840718865394592, -0.4787856936454773, 1.482150673866272)","(0.08028283715248108, -0.5170454978942871, 1.4670168161392212)","(0.056301552802324295, -0.5142954587936401, 1.4718000888824463)","(0.29335182905197144, -0.7128095626831055, 1.4473267793655396)","(0.31537845730781555, -1.1034661531448364, 1.4467028379440308)","(0.24366264045238495, -1.1403748989105225, 1.3243403434753418)","(0.11111971735954285, -0.7150381207466125, 1.481232762336731)","(0.06296154111623764, -1.1007167100906372, 1.4275192022323608)","(-0.011579494923353195, -1.1194688081741333, 1.3012592792510986)"
2022-12-05 11:48:56.436534,"(0.0, 0.0, 0.0, 0.0)","(0.032609906047582626, 0.9524815678596497, -0.029407693073153496, -0.3014145791530609)","(0.02950987219810486, 0.953084409236908, -0.006599956192076206, -0.3011903464794159)","(0.026646368205547333, 0.958554208278656, 0.014520522207021713, -0.2832892835140228)","(0.0268963985145092, 0.9633650183677673, 0.014051985926926136, -0.26647117733955383)","(0.7640864849090576, 0.528498649597168, -0.2795525789260864, -0.24230435490608215)","(0.7620958089828491, -0.600592315196991, -0.19738148152828217, 0.13978321850299835)","(0.6047234535217285, 0.6640270948410034, -0.27521446347236633, -0.34297892451286316)","(-0.6625258326530457, 0.7489153146743774, 0.013010247610509396, -0.004026119597256184)","(0.9898317456245422, 0.10020091384649277, 0.0650164783000946, -0.07723785191774368)","(0.940787672996521, -0.0961986631155014, 0.31876590847969055, -0.06365977227687836)","(0.8534941077232361, 0.3079914152622223, 0.40973925590515137, -0.09382359683513641)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(-0.14206482470035553, -0.14117063581943512, 0.9795944690704346, 0.016823112964630127)","(-0.5655508637428284, -0.09579410403966904, 0.8066940903663635, 0.1421985626220703)","(-0.6236333250999451, -0.014680275693535805, 0.7626227736473083, -0.17109209299087524)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)","(0.8673844337463379, -0.009308301843702793, 0.49452143907546997, -0.05482783168554306)","(0.870299756526947, 0.024123474955558777, 0.49171608686447144, -0.014545808546245098)","(0.0, 0.0, 0.0, 0.0)","(-0.49357330799102783, -0.06939107179641724, 0.8589587211608887, 0.11730409413576126)","(-0.49722060561180115, -0.028781509026885033, 0.8626980185508728, 0.08772415667772293)","(0.0, 0.0, 0.0, 0.0)"
2022-12-05 11:48:56.476565,"(0.195410817861557, 0.36000412702560425, 1.5623981952667236)","(0.2466360330581665, 0.23029229044914246, 1.5394870042800903)","(0.24329611659049988, 0.15274761617183685, 1.545249581336975)","(0.2312755435705185, -0.08724764734506607, 1.5522600412368774)","(0.21258538961410522, -0.41766202449798584, 1.5479222536087036)","(0.3433486521244049, 0.09987250715494156, 1.4377574920654297)","(0.08990452438592911, 0.10790598392486572, 1.6302191019058228)","(0.26907315850257874, -0.40571820735931396, 1.470949411392212)","(0.1459818035364151, -0.40967729687690735, 1.5517016649246216)","(0.4064745306968689, -0.1814708709716797, 1.3914165496826172)","(0.37158989906311035, -0.4203999936580658, 1.3539327383041382)","(0.4122910797595978, -0.4690333902835846, 1.3587387800216675)","(0.4036085605621338, -0.5283724069595337, 1.3631634712219238)","(0.4308395981788635, -0.45366358757019043, 1.327035903930664)","(0.0890202596783638, -0.1868247240781784, 1.5477733612060547)","(0.041768621653318405, -0.42134764790534973, 1.4968470335006714)","(0.05439012125134468, -0.4954209327697754, 1.4962211847305298)","(0.032732654362916946, -0.5658972859382629, 1.4806959629058838)","(0.034516364336013794, -0.4702743887901306, 1.513636589050293)","(0.2847651243209839, -0.7108028531074524, 1.440704107284546)","(0.31165388226509094, -1.1027674674987793, 1.442808985710144)","(0.2375793308019638, -1.141067624092102, 1.3228920698165894)","(0.10665393620729446, -0.713890016078949, 1.4814016819000244)","(0.06128668040037155, -1.1035062074661255, 1.4327552318572998)","(-0.01607504114508629, -1.1234279870986938, 1.3089854717254639)"
